Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
PERSONALIZATION,3.9,916,100000,Free,0,Everyone,Personalization,2810,36.0
BUSINESS,4.4,62272,10000000,Free,0,Everyone,Business,2669,18.0
FINANCE,4.7,289,5000,Free,0,Everyone,Finance,2722,3.2
LIFESTYLE,4.0,576,50000,Free,0,Everyone,Lifestyle,2688,7.4
FAMILY,1.8,3270,500000,Free,0,Everyone,Entertainment,3712,1.8
GAME,4.3,8118609,500000000,Free,0,Everyone,Action,2660,62.0
BEAUTY,4.2,2225,500000,Free,0,Everyone,Beauty,2787,52.0
PRODUCTIVITY,4.7,1730,100000,Free,0,Everyone,Productivity,2814,16.0
VIDEO_PLAYERS,3.3,6716,500000,Free,0,Mature 17+,Video Players & Editors,2670,4.7
FAMILY,4.6,41,1000,Free,0,Everyone,Education,3023,9.2
GAME,3.9,85278,1000000,Free,0,Mature 17+,Music,2648,23.0
FOOD_AND_DRINK,4.2,10159,1000000,Free,0,Everyone,Food & Drink,2648,36.0
FOOD_AND_DRINK,4.2,333208,10000000,Free,0,Everyone,Food & Drink,2633,34.0
LIBRARIES_AND_DEMO,4.5,23,5000,Free,0,Everyone,Libraries & Demo,2654,31.0
FINANCE,4.5,1308,100000,Free,0,Everyone,Finance,3783,3.7
ART_AND_DESIGN,4.7,5754,100000,Free,0,Everyone,Art & Design,2635,4.4
LIFESTYLE,4.4,726074,10000000,Free,0,Everyone,Lifestyle,2632,45.0
SPORTS,5.0,7,100,Free,0,Everyone,Sports,2642,68.0
FINANCE,4.1,4344,500000,Free,0,Everyone,Finance,2635,4.5
TRAVEL_AND_LOCAL,4.4,22776,1000000,Free,0,Everyone,Travel & Local,2628,55.0
PHOTOGRAPHY,2.7,90,5000,Paid,$2.99,Everyone,Photography,2919,4.0
FAMILY,4.0,751,10000,Paid,$0.99,Everyone,Casual,3999,49.0
FOOD_AND_DRINK,4.6,556,100000,Free,0,Teen,Food & Drink,2821,23.0
PARENTING,3.7,9293,1000000,Free,0,Everyone,Parenting,2698,2.4
SPORTS,3.7,2980,100000,Free,0,Everyone,Sports,3698,21.0
GAME,4.6,190274,5000000,Free,0,Everyone,Arcade,2656,46.0
PHOTOGRAPHY,4.5,7590099,100000000,Free,0,Teen,Photography,2634,34.0
FAMILY,4.5,41,1000,Free,0,Everyone,Education,3045,11.0
SHOPPING,4.0,7006,500000,Free,0,Everyone,Shopping,2714,12.0
BUSINESS,4.7,11442,100000,Paid,$4.99,Everyone,Business,2762,6.8
FAMILY,4.2,5,100,Free,0,Everyone,Entertainment,3372,3.3
DATING,4.7,14,5000,Free,0,Mature 17+,Dating,2631,21.0
GAME,4.1,97209,1000000,Free,0,Everyone,Board,2832,6.7
GAME,4.4,3344300,50000000,Free,0,Everyone 10+,Racing,2641,22.0
TRAVEL_AND_LOCAL,4.1,136633,10000000,Free,0,Everyone,Travel & Local,2628,14.0
PERSONALIZATION,4.5,66321,5000000,Free,0,Everyone,Personalization,2684,18.0
BOOKS_AND_REFERENCE,3.9,46,5000,Free,0,Everyone,Books & Reference,2726,3.0
SPORTS,4.4,328,10000,Free,0,Everyone,Sports,2634,11.0
PHOTOGRAPHY,4.3,46242,1000000,Free,0,Everyone,Photography,3313,5.2
FAMILY,4.7,10,1000,Paid,$2.99,Everyone,Education;Pretend Play,2859,30.0
TOOLS,4.7,58366,1000000,Free,0,Everyone,Tools,2870,6.3
GAME,4.5,14198602,100000000,Free,0,Everyone,Sports,2634,52.0
DATING,4.2,46,10000,Free,0,Mature 17+,Dating,2636,26.0
TOOLS,4.1,45610,10000000,Free,0,Everyone,Tools,2844,0.171875
FAMILY,5.0,7,10,Free,0,Everyone,Education,2870,5.6
FAMILY,2.9,10,100,Paid,$4.99,Everyone,Educational,3096,73.0
LIFESTYLE,4.0,5208,100000,Free,0,Teen,Lifestyle,2884,4.5
PERSONALIZATION,4.7,9,100,Free,0,Teen,Personalization,3177,12.0
FAMILY,4.4,1516,50000,Paid,$2.99,Everyone,Role Playing,2880,44.0
LIBRARIES_AND_DEMO,4.2,78,10000,Free,0,Everyone,Libraries & Demo,3175,0.79296875
PERSONALIZATION,4.2,11244,1000000,Free,0,Everyone,Personalization,2683,2.2
LIBRARIES_AND_DEMO,4.3,15,1000,Free,0,Everyone,Libraries & Demo,3175,0.44921875
PERSONALIZATION,4.1,797,50000,Free,0,Everyone,Personalization,2636,6.7
PRODUCTIVITY,4.5,27820,1000000,Free,0,Everyone,Productivity,2636,4.7
MEDICAL,4.7,8347,500000,Free,0,Everyone,Medical,2743,2.6
GAME,3.9,2588,100000,Free,0,Everyone 10+,Racing,3942,26.0
PERSONALIZATION,4.2,279,10000,Free,0,Everyone,Personalization,4546,1.1
LIFESTYLE,4.9,18,1000,Free,0,Everyone,Lifestyle,2759,24.0
ART_AND_DESIGN,4.7,87510,5000000,Free,0,Everyone,Art & Design,2633,8.7
SPORTS,2.6,64,10000,Free,0,Everyone,Sports,3004,1.6
GAME,4.0,48,1000,Paid,$1.99,Everyone,Card,3958,4.1
FAMILY,4.5,2062,500000,Free,0,Everyone,Strategy;Education,2681,42.0
BUSINESS,5.0,1,5,Free,0,Everyone,Business,2634,4.3
PERSONALIZATION,4.6,49657,5000000,Free,0,Everyone,Personalization,2628,8.7
FAMILY,4.4,105,10000,Free,0,Everyone,Education,3495,9.0
TOOLS,4.3,9716,1000000,Free,0,Everyone,Tools,2746,1.3
TRAVEL_AND_LOCAL,4.6,751551,10000000,Free,0,Mature 17+,Travel & Local,2632,42.0
GAME,3.8,141,10000,Free,0,Everyone,Arcade,2700,19.0
BOOKS_AND_REFERENCE,4.4,30105,1000000,Free,0,Everyone,Books & Reference,2636,2.1
FAMILY,4.4,146,10000,Free,0,Teen,Entertainment,2757,3.9
FINANCE,4.4,199684,5000000,Free,0,Everyone,Finance,2646,18.0
FAMILY,4.4,281448,10000000,Free,0,Everyone,Racing;Action & Adventure,2694,70.0
TOOLS,3.6,12993,1000000,Free,0,Everyone,Tools,3202,5.2
LIFESTYLE,5.0,3,50,Free,0,Everyone,Lifestyle,3068,8.6
FAMILY,4.5,773,100000,Free,0,Everyone,Arcade;Action & Adventure,2977,55.0
GAME,4.3,10806,5000000,Free,0,Everyone,Racing,3082,49.0
GAME,3.8,4552,100000,Free,0,Everyone,Racing,3277,43.0
FAMILY,4.0,7243,1000000,Free,0,Everyone,Education,3236,42.0
GAME,4.7,55952,1000000,Free,0,Everyone 10+,Arcade,3017,61.0
FAMILY,4.0,1007,100000,Free,0,Everyone,Entertainment,3242,7.4
ART_AND_DESIGN,4.6,4326,100000,Free,0,Everyone,Art & Design,2669,21.0
LIFESTYLE,4.6,116079,5000000,Free,0,Everyone,Lifestyle,2706,3.2
SOCIAL,4.8,5,100,Free,0,Teen,Social,2645,3.0
PARENTING,4.8,190,100000,Free,0,Everyone,Parenting,2671,6.8
PARENTING,4.5,1025,100000,Free,0,Everyone,Parenting,2666,17.0
GAME,4.3,133195,5000000,Free,0,Everyone,Board,2684,11.0
FAMILY,4.1,30444,1000000,Free,0,Everyone 10+,Arcade;Action & Adventure,3643,27.0
FAMILY,4.4,8,500,Free,0,Everyone,Education,2897,6.8
FAMILY,3.9,65119,1000000,Free,0,Everyone 10+,Strategy,2704,46.0
TOOLS,4.4,2026,100000,Free,0,Everyone,Tools,2631,7.5
PRODUCTIVITY,3.9,1322,100000,Free,0,Everyone,Productivity,3278,4.2
GAME,4.0,2700,500000,Free,0,Everyone,Board,2843,5.7
MEDICAL,4.5,309,10000,Free,0,Everyone,Medical,3137,5.9
TOOLS,1.0,3,500,Free,0,Everyone,Tools,2865,41.0
TOOLS,1.0,2,500,Free,0,Everyone,Tools,2764,4.4
GAME,3.9,142693,5000000,Free,0,Teen,Action,2688,21.0
GAME,4.7,142308,5000000,Free,0,Everyone 10+,Board,2633,24.0
COMMUNICATION,3.5,10,100,Paid,$1.49,Everyone,Communication,2714,3.8
MAPS_AND_NAVIGATION,4.1,204,10000,Free,0,Everyone,Maps & Navigation,3062,11.0
HEALTH_AND_FITNESS,4.6,71269,1000000,Free,0,Everyone,Health & Fitness,2757,49.0
BOOKS_AND_REFERENCE,4.7,24278,1000000,Free,0,Everyone,Books & Reference,2850,3.1
LIFESTYLE,4.1,3309,500000,Free,0,Everyone,Lifestyle,2629,13.0
MAPS_AND_NAVIGATION,4.2,453,10000,Paid,$2.99,Everyone,Maps & Navigation,2754,36.0
MEDICAL,4.3,44,10000,Free,0,Everyone,Medical,2744,34.0
FAMILY,4.6,769,100000,Free,0,Everyone,Entertainment,2752,13.0
BOOKS_AND_REFERENCE,4.5,14,1000,Free,0,Everyone,Books & Reference,2647,30.0
FAMILY,4.5,9699,100000,Paid,$0.99,Teen,Puzzle,2642,23.0
TOOLS,4.2,13005,1000000,Free,0,Everyone,Tools,2825,9.7
FAMILY,4.5,20101,100000,Paid,$9.99,Teen,Role Playing,3667,7.8
GAME,3.6,182,50000,Free,0,Teen,Adventure,2786,41.0
BOOKS_AND_REFERENCE,4.8,44,1000,Free,0,Everyone,Books & Reference,4225,0.6044921875
FAMILY,3.9,53,5000,Free,0,Everyone,Entertainment,2948,7.9
ENTERTAINMENT,4.2,38769,1000000,Free,0,Mature 17+,Entertainment,3677,44.0
FAMILY,4.3,70903,5000000,Free,0,Everyone,Puzzle;Brain Games,2723,51.0
PRODUCTIVITY,4.6,22775,10000000,Free,0,Everyone,Productivity,2634,26.0
FAMILY,5.0,3,100,Free,0,Mature 17+,Education,3216,1.8
MEDICAL,4.5,3320,100000,Free,0,Everyone,Medical,2803,8.3
MAPS_AND_NAVIGATION,4.2,11838,1000000,Free,0,Everyone,Maps & Navigation,2747,9.2
PERSONALIZATION,4.1,291,5000,Paid,$1.99,Everyone,Personalization,3281,35.0
ART_AND_DESIGN,4.5,176,100000,Free,0,Everyone,Art & Design,2754,10.0
FINANCE,3.7,120,10000,Free,0,Everyone,Finance,2915,31.0
PHOTOGRAPHY,3.5,12204,1000000,Free,0,Everyone,Photography,3138,6.8
NEWS_AND_MAGAZINES,3.5,66,10000,Free,0,Everyone,News & Magazines,3059,12.0
TOOLS,4.6,159,1000,Paid,$1.49,Everyone,Tools,5229,0.0283203125
SHOPPING,3.7,2094,100000,Free,0,Everyone,Shopping,2663,34.0
PERSONALIZATION,4.5,216,50000,Free,0,Everyone,Personalization,2743,5.7
VIDEO_PLAYERS,4.5,1013867,50000000,Free,0,Everyone,Video Players & Editors,2631,32.0
GAME,4.5,10055521,100000000,Free,0,Everyone,Casual,2667,94.0
FAMILY,4.5,64,10000,Free,0,Everyone,Educational;Education,2647,81.0
PHOTOGRAPHY,3.9,129268,10000000,Free,0,Everyone,Photography,2635,11.0
MEDICAL,4.8,59158,1000000,Free,0,Everyone,Medical,2639,11.0
LIFESTYLE,3.8,38,5000,Free,0,Everyone,Lifestyle,2739,4.8
PHOTOGRAPHY,4.4,758780,50000000,Free,0,Everyone,Photography,2631,53.0
LIFESTYLE,4.4,317,50000,Free,0,Everyone,Lifestyle,3221,0.072265625
TOOLS,4.0,8,1000,Free,0,Everyone,Tools,2627,2.2
SPORTS,3.1,78442,5000000,Free,0,Everyone,Sports,2673,25.0
FAMILY,3.1,16,1000,Free,0,Everyone,Education,2737,17.0
SPORTS,4.6,200,1000,Paid,$2.49,Everyone,Sports,2632,3.0
TOOLS,4.3,10,10000,Free,0,Everyone,Tools,3002,8.2
GAME,3.7,8581,1000000,Free,0,Everyone,Arcade,4325,12.0
PHOTOGRAPHY,4.4,3156484,100000000,Free,0,Everyone,Photography,2634,53.0
TOOLS,4.3,6,500,Free,0,Everyone,Tools,2642,33.0
TOOLS,4.2,38,5000,Free,0,Everyone,Tools,3185,0.2451171875
FAMILY,5.0,1,10,Free,0,Everyone,Entertainment,2878,8.2
PRODUCTIVITY,4.3,226295,10000000,Free,0,Everyone,Productivity,2689,4.2
GAME,4.6,2698889,100000000,Free,0,Everyone,Action,2634,78.0
BOOKS_AND_REFERENCE,4.4,52,1000,Free,0,Everyone,Books & Reference,3562,2.2
LIFESTYLE,5.0,2,100,Free,0,Everyone,Lifestyle,3178,1.3
BEAUTY,4.7,964,50000,Free,0,Everyone,Beauty,2674,9.0
PRODUCTIVITY,4.5,41624,1000000,Free,0,Everyone,Productivity,2702,3.4
HEALTH_AND_FITNESS,3.0,94,10000,Free,0,Everyone,Health & Fitness,2656,30.0
GAME,4.7,990491,10000000,Free,0,Everyone,Action,2702,75.0
FAMILY,3.1,4798,500000,Free,0,Teen,Casual,2682,30.0
GAME,4.2,11408,1000000,Free,0,Teen,Action,2659,96.0
TRAVEL_AND_LOCAL,4.4,150932,10000000,Free,0,Everyone,Travel & Local,2635,27.0
TOOLS,4.2,522,50000,Free,0,Everyone,Tools,2912,2.9
SPORTS,4.4,382,10000,Free,0,Everyone,Sports,2781,20.0
FAMILY,4.2,200450,10000000,Free,0,Everyone,Casual;Pretend Play,2639,25.0
FAMILY,4.5,16391,500000,Free,0,Teen,Entertainment,2647,13.0
PERSONALIZATION,4.1,12008,1000000,Free,0,Everyone,Personalization,3429,6.1
PERSONALIZATION,4.1,131,1000,Paid,$4.99,Everyone,Personalization,3875,0.0263671875
FAMILY,5.0,3,500,Free,0,Everyone,Education,2661,29.0
VIDEO_PLAYERS,3.5,13205,1000000,Free,0,Teen,Video Players & Editors,2634,44.0
NEWS_AND_MAGAZINES,4.6,413999,5000000,Free,0,Teen,News & Magazines,2631,10.0
FAMILY,4.3,10446,500000,Free,0,Everyone,Casual,2652,64.0
COMICS,3.2,1446,100000,Free,0,Mature 17+,Comics,2708,7.1
TOOLS,4.7,32,1000,Free,0,Everyone,Tools,2680,2.7
LIFESTYLE,4.1,78298,5000000,Free,0,Everyone,Lifestyle,2632,29.0
TOOLS,4.2,2058,100000,Free,0,Everyone,Tools,3076,2.3
TOOLS,4.2,249,50000,Free,0,Everyone,Tools,2770,3.0
BUSINESS,4.5,234,10000,Free,0,Everyone,Business,2740,3.4
FAMILY,4.6,5898,100000,Free,0,Everyone,Entertainment,2998,50.0
DATING,2.5,277,100000,Free,0,Mature 17+,Dating,2873,5.7
FAMILY,3.6,418,100000,Free,0,Everyone,Educational;Education,3265,97.0
GAME,4.3,350,50000,Free,0,Everyone,Action,2638,67.0
FINANCE,3.8,1054,100000,Free,0,Everyone,Finance,2655,9.7
SOCIAL,4.8,65,500,Free,0,Teen,Social,3155,7.1
TOOLS,3.7,701,100000,Free,0,Everyone,Tools,2634,7.3
GAME,4.3,2903386,100000000,Free,0,Mature 17+,Action,2641,58.0
FAMILY,4.5,359,5000,Paid,$4.99,Everyone,Board;Brain Games,3718,17.0
PERSONALIZATION,4.2,13,1000,Free,0,Teen,Personalization,3407,15.0
DATING,5.0,5,1000,Free,0,Mature 17+,Dating,2648,4.4
TOOLS,4.1,114340,10000000,Free,0,Everyone,Tools,2633,28.0
LIFESTYLE,3.4,552,10000,Free,0,Everyone,Lifestyle,2632,22.0
BUSINESS,4.5,43,100,Free,0,Everyone,Business,2645,92.0
HEALTH_AND_FITNESS,3.9,21,1000,Free,0,Everyone,Health & Fitness,3639,2.2
FAMILY,4.3,24877,5000000,Free,0,Everyone,Puzzle;Action & Adventure,2675,54.0
GAME,4.5,189773,5000000,Free,0,Teen,Role Playing,2647,95.0
TOOLS,3.3,40,1000,Paid,$1.99,Everyone,Tools,2780,2.7
MEDICAL,3.7,9,1000,Free,0,Everyone,Medical,2935,23.0
FAMILY,4.3,158,10000,Free,0,Everyone,Entertainment,2681,2.6
TOOLS,4.7,24985,500000,Free,0,Everyone,Tools,2638,7.8
TOOLS,4.1,1186,50000,Free,0,Unrated,Tools,4980,6.4
TOOLS,3.2,409,50000,Free,0,Everyone,Tools,2701,7.9
PHOTOGRAPHY,4.4,1163232,50000000,Free,0,Everyone,Photography,2645,31.0
FAMILY,3.5,163,1000,Free,0,Everyone,Role Playing,3125,3.4
FAMILY,4.2,540,10000,Free,0,Everyone,Entertainment,2633,3.2
ENTERTAINMENT,4.3,256664,10000000,Free,0,Everyone,Entertainment,2722,77.0
TOOLS,4.5,31621,5000000,Free,0,Everyone,Tools,5212,0.203125
PERSONALIZATION,4.6,655,100000,Free,0,Everyone,Personalization,2718,3.5
SOCIAL,4.7,38,5000,Free,0,Everyone,Social,2630,4.1
PERSONALIZATION,3.2,114,10000,Free,0,Everyone,Personalization,3499,3.0
TOOLS,4.4,138872,10000000,Free,0,Everyone,Tools,2711,22.0
LIFESTYLE,4.4,3114,100000,Free,0,Everyone,Lifestyle,2795,13.0
PERSONALIZATION,4.1,69417,10000000,Free,0,Everyone,Personalization,4186,0.8330078125
NEWS_AND_MAGAZINES,4.5,357944,10000000,Free,0,Everyone,News & Magazines,2653,12.0
HEALTH_AND_FITNESS,4.7,21,1000,Free,0,Everyone,Health & Fitness,3211,3.8
GAME,4.6,291941,10000000,Free,0,Everyone 10+,Action,2638,90.0
EVENTS,4.5,7074,500000,Free,0,Everyone,Events,2670,6.3
WEATHER,3.7,631,100000,Free,0,Everyone,Weather,3792,3.0
VIDEO_PLAYERS,3.3,171,10000,Free,0,Everyone,Video Players & Editors,2989,4.8
TOOLS,4.5,23805,1000000,Free,0,Everyone,Tools,2986,4.1
MAPS_AND_NAVIGATION,4.5,37937,1000000,Free,0,Everyone,Maps & Navigation,2633,25.0
SOCIAL,3.2,185,10000,Free,0,Teen,Social,2918,4.7
GAME,3.8,596,100000,Free,0,Teen,Adventure,2982,91.0
FAMILY,4.0,4518,1000000,Free,0,Everyone,Simulation,2860,41.0
PHOTOGRAPHY,4.6,819774,10000000,Free,0,Everyone,Photography,2669,25.0
GAME,3.8,1088,100000,Free,0,Teen,Action,2799,86.0
FAMILY,4.5,364013,1000000,Free,0,Everyone 10+,Role Playing,2628,27.0
FAMILY,4.5,630,10000,Paid,$1.59,Everyone,Educational;Education,2638,8.3
GAME,4.5,6427773,100000000,Free,0,Everyone,Trivia,2631,95.0
AUTO_AND_VEHICLES,4.3,47,1000,Free,0,Everyone,Auto & Vehicles,3261,58.0
BOOKS_AND_REFERENCE,4.1,295,50000,Free,0,Everyone,Books & Reference,3040,6.9
BUSINESS,4.5,4571,500000,Free,0,Everyone,Business,2657,3.9
SHOPPING,4.5,972256,50000000,Free,0,Teen,Shopping,2632,20.0
FINANCE,4.4,15141,1000000,Free,0,Everyone,Finance,2641,25.0
MAPS_AND_NAVIGATION,3.8,82,5000,Free,0,Everyone,Maps & Navigation,2792,5.6
SPORTS,4.4,552,5000,Paid,$1.00,Everyone,Sports,2676,1.6
GAME,4.6,807338,10000000,Free,0,Teen,Simulation,2635,93.0
PRODUCTIVITY,3.2,12,1000,Free,0,Everyone,Productivity,3857,2.2
PERSONALIZATION,4.4,1591,10000,Paid,$0.99,Everyone,Personalization,3935,0.7607421875
FAMILY,4.2,2233681,50000000,Free,0,Teen,Strategy,2633,97.0
LIFESTYLE,4.6,10,500,Free,0,Everyone,Lifestyle,3699,3.4
GAME,4.5,240416,5000000,Free,0,Everyone,Word,2633,53.0
GAME,4.8,230849,10000000,Free,0,Everyone,Word,2632,87.0
DATING,3.4,212,50000,Free,0,Mature 17+,Dating,2682,3.0
SHOPPING,4.3,3420,100000,Free,0,Everyone,Shopping,2788,13.0
SPORTS,1.5,2,5,Free,0,Everyone,Sports,2794,26.0
COMMUNICATION,3.8,52,1000,Free,0,Everyone,Communication,3702,2.1
HEALTH_AND_FITNESS,4.5,144040,5000000,Free,0,Everyone,Health & Fitness,2638,55.0
VIDEO_PLAYERS,4.3,1628,100000,Free,0,Everyone,Video Players & Editors,2781,18.0
SPORTS,4.4,426,5000,Paid,$1.99,Everyone,Sports,3424,21.0
PERSONALIZATION,4.4,5599,500000,Free,0,Everyone,Personalization,3372,4.8
TOOLS,3.3,257,5000,Paid,$4.99,Everyone,Tools,3869,0.15625
ART_AND_DESIGN,4.8,1216,10000,Paid,$1.99,Everyone,Art & Design,2669,8.6
SHOPPING,3.7,668,100000,Free,0,Everyone,Shopping,2649,1.1
FINANCE,4.7,413,10000,Free,0,Everyone,Finance,2696,13.0
GAME,4.0,301895,50000000,Free,0,Everyone,Racing,2703,25.0
FOOD_AND_DRINK,4.7,2707,100000,Free,0,Everyone,Food & Drink,2711,8.9
FOOD_AND_DRINK,4.5,35218,1000000,Free,0,Everyone,Food & Drink,2632,34.0
PRODUCTIVITY,4.4,6011,500000,Free,0,Everyone,Productivity,3589,4.3
FAMILY,4.5,49381,1000000,Free,0,Everyone,Puzzle,2670,6.8
DATING,4.3,23170,500000,Free,0,Mature 17+,Dating,2640,9.0
FAMILY,4.2,28737,1000000,Free,0,Everyone,Casual;Action & Adventure,3541,17.0
HEALTH_AND_FITNESS,4.7,15674,1000000,Free,0,Everyone,Health & Fitness,2634,6.1
PRODUCTIVITY,4.1,22,5000,Free,0,Everyone,Productivity,2643,2.4
PHOTOGRAPHY,4.2,162564,10000000,Free,0,Everyone,Photography,2629,11.0
TOOLS,3.9,627,10000,Free,0,Everyone,Tools,3159,4.1
COMMUNICATION,4.4,483782,10000000,Free,0,Everyone,Communication,2636,20.0
PERSONALIZATION,4.3,60298,5000000,Free,0,Everyone,Personalization,3934,13.0
GAME,4.8,230710,10000000,Free,0,Everyone,Word,2632,87.0
SHOPPING,3.4,620,100000,Free,0,Everyone,Shopping,2774,40.0
LIFESTYLE,4.5,7457,1000000,Free,0,Teen,Lifestyle,2631,13.0
SOCIAL,4.1,260,10000,Free,0,Teen,Social,2674,1.3
LIFESTYLE,4.0,4160,500000,Free,0,Everyone,Lifestyle,2659,30.0
GAME,4.3,30002,1000000,Free,0,Teen,Casino,2807,29.0
EVENTS,4.6,8232,1000000,Free,0,Everyone,Events,2634,53.0
FAMILY,4.6,166,10000,Free,0,Everyone,Entertainment,3067,2.6
SPORTS,3.5,4,100,Free,0,Everyone,Sports,2947,40.0
SOCIAL,4.9,5677,50000,Free,0,Teen,Social,2652,67.0
FAMILY,5.0,1,100,Paid,$4.99,Everyone,Education,2759,27.0
TOOLS,4.1,3446,500000,Free,0,Everyone,Tools,3176,19.0
FINANCE,3.9,460,100000,Free,0,Everyone,Finance,2649,6.1
LIFESTYLE,4.4,13213,1000000,Free,0,Everyone,Lifestyle,2759,22.0
HEALTH_AND_FITNESS,4.5,27439,1000000,Free,0,Everyone,Health & Fitness,2649,19.0
BOOKS_AND_REFERENCE,4.2,5775,500000,Free,0,Everyone,Books & Reference,2646,4.9
BUSINESS,3.0,287,50000,Free,0,Everyone,Business,3643,9.8
VIDEO_PLAYERS,4.0,93638,10000000,Free,0,Mature 17+,Video Players & Editors,2654,7.3
FAMILY,4.0,25,5000,Free,0,Everyone,Educational;Education,3004,79.0
MEDICAL,4.3,573,100000,Free,0,Everyone,Medical,3059,2.0
LIFESTYLE,3.8,19221,5000000,Free,0,Everyone,Lifestyle,2702,13.0
TOOLS,4.4,4847,100000,Free,0,Everyone,Tools,3396,3.2
HEALTH_AND_FITNESS,4.5,19074,1000000,Free,0,Everyone,Health & Fitness,2829,4.2
PRODUCTIVITY,4.6,84,1000,Paid,$4.29,Mature 17+,Productivity,3457,23.0
SPORTS,4.5,5517,500000,Free,0,Everyone,Sports,2753,5.2
FAMILY,4.2,11404,100000,Free,0,Everyone,Strategy,2957,30.0
MEDICAL,4.5,408,50000,Free,0,Everyone,Medical,2763,60.0
PHOTOGRAPHY,4.5,38953,5000000,Free,0,Everyone,Photography,2639,9.7
LIFESTYLE,4.0,41747,5000000,Free,0,Everyone,Lifestyle,3199,39.0
LIFESTYLE,4.8,10,1000,Free,0,Everyone,Lifestyle,2828,11.0
NEWS_AND_MAGAZINES,4.6,30,1000,Free,0,Everyone,News & Magazines,2767,3.8
PHOTOGRAPHY,4.2,240475,10000000,Free,0,Everyone,Photography,2885,9.5
COMMUNICATION,4.4,3648765,100000000,Free,0,Teen,Communication,2647,3.3
LIFESTYLE,4.6,34802,1000000,Free,0,Everyone,Lifestyle,2673,12.0
FAMILY,4.3,22667,1000000,Free,0,Teen,Role Playing,2639,35.0
FOOD_AND_DRINK,4.4,467,100000,Free,0,Everyone,Food & Drink,2664,7.3
MAPS_AND_NAVIGATION,4.3,891,50000,Free,0,Everyone,Maps & Navigation,2639,6.4
GAME,4.5,3198176,100000000,Free,0,Everyone,Arcade,2653,82.0
FAMILY,4.6,20463,100000,Paid,$3.99,Everyone 10+,Strategy;Action & Adventure,2647,25.0
FAMILY,3.2,9126,1000000,Free,0,Everyone,Strategy,3417,5.8
FAMILY,5.0,5,50,Free,0,Everyone,Education,2932,15.0
PHOTOGRAPHY,3.8,28660,5000000,Free,0,Everyone,Photography,2766,6.4
FAMILY,4.4,14,500,Free,0,Everyone,Entertainment,2900,7.3
TOOLS,4.0,19,10000,Free,0,Everyone,Tools,2917,3.2
TOOLS,4.0,710,100000,Free,0,Everyone,Tools,2702,1.1
SPORTS,3.3,974,10000,Free,0,Everyone,Sports,2633,33.0
SOCIAL,3.9,6450,500000,Free,0,Mature 17+,Social,2824,14.0
FAMILY,3.2,32,1000,Free,0,Everyone,Entertainment,2716,2.8
TOOLS,3.4,30,5000,Free,0,Everyone,Tools,3053,22.0
GAME,4.5,371318,10000000,Free,0,Everyone 10+,Arcade,2687,90.0
GAME,4.7,358817,10000000,Free,0,Everyone,Arcade,2635,49.0
GAME,4.4,1432447,50000000,Free,0,Everyone,Arcade,2898,59.0
FAMILY,3.9,17067,5000000,Free,0,Everyone,Casual,2802,2.7
HOUSE_AND_HOME,3.8,491,100000,Free,0,Everyone,House & Home,2640,15.0
GAME,4.5,219821,1000000,Free,0,Mature 17+,Action,4371,10.0
TOOLS,4.7,963,10000,Paid,$2.99,Everyone,Tools,2701,3.7
TOOLS,4.2,8484,1000000,Free,0,Everyone,Tools,2643,1.7
LIFESTYLE,4.0,3,1000,Free,0,Everyone,Lifestyle,2693,3.3
LIFESTYLE,4.2,134,1000,Paid,$37.99,Everyone,Lifestyle,3012,1.8
FAMILY,5.0,41,1000,Free,0,Everyone,Education,2864,4.0
FAMILY,3.3,24091,5000000,Free,0,Teen,Casual,3360,16.0
PRODUCTIVITY,4.7,253155,5000000,Free,0,Everyone,Productivity,2768,3.5
FINANCE,3.8,93,1000,Paid,$399.99,Everyone,Finance,2866,22.0
LIFESTYLE,4.3,127,10000,Free,0,Everyone,Lifestyle,3422,5.5
FAMILY,4.7,8600,500000,Free,0,Everyone,Puzzle,2638,91.0
FAMILY,4.1,2248,100000,Free,0,Teen,Educational,3093,29.0
PHOTOGRAPHY,3.9,129272,10000000,Free,0,Everyone,Photography,2635,11.0
VIDEO_PLAYERS,4.5,712737,10000000,Free,0,Everyone,Video Players & Editors,2641,50.0
PHOTOGRAPHY,4.2,382,100000,Free,0,Everyone,Photography,2635,2.9
EDUCATION,4.5,99020,1000000,Free,0,Everyone,Education,2632,18.0
SHOPPING,4.6,284725,10000000,Free,0,Everyone,Shopping,2634,20.0
HEALTH_AND_FITNESS,4.6,24094,1000000,Free,0,Everyone,Health & Fitness,2656,18.0
SPORTS,3.1,500,50000,Free,0,Everyone,Sports,2799,39.0
PRODUCTIVITY,4.3,1498393,50000000,Free,0,Everyone,Productivity,2632,14.0
PRODUCTIVITY,4.2,37204,1000000,Free,0,Everyone,Productivity,2644,19.0
NEWS_AND_MAGAZINES,3.6,3311,100000,Free,0,Everyone,News & Magazines,2732,10.0
PERSONALIZATION,4.3,1714,100000,Free,0,Everyone,Personalization,2676,31.0
FAMILY,4.5,472,10000,Free,0,Everyone,Education,2659,4.3
EVENTS,4.8,48,1000,Free,0,Everyone,Events,2942,13.0
FAMILY,4.5,19230,5000000,Free,0,Everyone,Educational;Brain Games,2653,45.0
DATING,4.1,4953,1000000,Free,0,Teen,Dating,2633,15.0
