Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type
42.54,Female,70.2,1.66,169.5,151.15,57.92,0.98,972.85,Strength
18.01,Female,118.97,1.64,187.94,134.03,67.48,0.94,930.6,Strength
25.23,Female,124.12,2.0,180.02,121.08,72.24,1.13,995.3,Cardio
47.16,Female,45.24,1.93,166.03,158.87,65.17,1.29,1236.34,Cardio
56.03,Male,109.26,1.66,188.08,166.58,66.02,1.3,1718.86,HIIT
46.19,Male,48.32,1.72,171.13,147.28,57.15,1.41,1238.54,Cardio
52.7,Female,51.23,1.7,175.18,151.97,71.98,1.15,1242.0,Strength
51.39,Female,70.82,1.69,165.12,134.8,64.97,1.36,1347.62,Strength
43.04,Female,58.15,1.79,175.13,166.06,62.03,1.98,2313.04,Strength
22.38,Female,54.68,1.61,166.12,144.47,68.27,1.63,1904.17,Strength
54.43,Female,86.74,1.77,176.33,157.15,61.25,1.01,1090.8,Strength
25.95,Female,77.3,1.62,177.45,126.22,72.92,1.15,1104.0,Cardio
21.96,Female,50.23,1.59,196.87,138.68,66.1,1.27,1370.46,Strength
32.93,Male,113.55,1.99,169.6,125.31,58.1,1.38,1362.47,Strength
51.15,Female,77.42,1.51,193.22,133.96,74.0,0.92,608.3,Yoga
46.42,Male,56.69,1.6,184.45,142.42,65.24,0.87,574.72,Yoga
50.24,Female,89.18,1.68,182.25,139.0,74.17,1.78,2085.8,Strength
57.04,Male,76.41,1.86,173.14,140.75,54.83,1.14,1097.14,Cardio
37.12,Male,54.33,1.57,169.98,150.27,61.68,1.31,864.6,Yoga
51.93,Male,86.06,1.8,189.74,135.72,65.91,1.69,2412.98,HIIT
33.94,Female,67.04,1.69,190.97,156.69,51.94,0.81,979.21,HIIT
49.92,Female,50.35,1.69,162.13,156.07,60.01,1.31,1299.26,Strength
36.67,Female,72.73,1.76,192.06,121.21,51.91,1.21,1595.87,HIIT
40.21,Female,57.28,1.69,184.2,155.94,52.94,1.19,856.8,Yoga
42.39,Male,57.52,1.67,161.57,133.27,63.03,1.76,1830.4,Cardio
39.7,Male,77.02,1.92,179.22,137.24,68.29,1.13,1489.11,HIIT
38.6,Male,71.5,1.77,197.0,141.84,71.94,1.12,739.87,Yoga
45.02,Male,50.62,1.87,176.87,158.16,57.15,1.44,1556.5,Strength
44.67,Male,81.16,1.61,163.77,140.69,55.15,1.15,1519.26,HIIT
19.88,Female,116.79,1.81,196.06,161.4,54.21,1.36,1306.69,Cardio
20.09,Male,44.32,1.6,177.06,122.39,69.08,1.08,1307.99,HIIT
49.94,Female,63.81,1.79,162.97,130.1,60.77,1.17,1123.2,Cardio
47.59,Male,62.39,1.58,191.77,123.47,68.89,1.99,1552.2,Yoga
40.27,Male,57.17,1.69,184.66,155.8,53.22,1.18,1131.86,Cardio
55.62,Female,93.76,1.66,177.21,151.81,52.06,1.38,1668.28,HIIT
34.99,Female,70.55,1.79,184.95,125.31,62.8,1.07,769.12,Yoga
44.89,Male,73.64,1.76,184.18,147.98,49.97,1.14,1235.3,Strength
37.18,Female,70.15,1.77,162.22,122.89,51.9,1.01,1222.1,HIIT
51.68,Male,48.12,1.86,179.15,129.21,66.99,1.01,1088.98,Strength
57.11,Male,76.14,1.67,185.98,152.89,64.85,1.04,1372.8,HIIT
39.94,Female,60.0,1.88,182.73,141.35,61.0,1.22,1609.06,HIIT
48.75,Female,88.85,2.0,161.73,127.27,56.14,1.83,1428.5,Yoga
18.55,Male,47.93,1.69,176.07,147.04,63.75,1.05,1270.5,HIIT
31.22,Female,63.05,1.64,184.0,124.9,50.94,1.55,1814.9,Strength
41.78,Male,54.2,1.72,182.99,142.24,74.21,1.37,1653.18,HIIT
41.94,Male,50.43,1.64,177.42,149.76,62.05,0.64,564.74,Cardio
23.31,Female,107.46,1.94,198.16,119.8,73.1,1.36,1347.62,Strength
55.68,Male,88.48,1.85,161.2,143.64,58.97,1.56,2230.8,HIIT
20.46,Male,43.66,1.61,176.83,121.91,69.01,1.08,1069.2,Strength
20.14,Male,92.14,1.94,175.81,130.89,70.95,1.15,1518.0,HIIT
59.1,Female,60.3,1.72,185.14,154.28,54.98,1.01,726.59,Yoga
31.57,Male,83.81,1.74,195.16,127.29,62.99,1.45,1752.9,HIIT
50.93,Female,108.6,1.78,182.27,157.23,64.06,0.54,356.4,Yoga
45.35,Male,81.95,1.61,163.87,141.17,54.98,1.15,1104.0,Cardio
52.0,Female,66.73,1.6,185.19,120.35,70.0,1.33,1755.6,HIIT
24.22,Male,41.64,1.75,174.22,143.44,54.97,0.83,731.73,Cardio
38.11,Male,45.36,1.68,193.16,144.05,57.94,1.01,1089.89,Strength
55.07,Male,75.77,1.74,195.96,158.41,64.97,1.08,1304.42,HIIT
49.15,Male,78.21,1.61,159.97,158.01,50.0,1.03,740.36,Yoga
22.09,Male,57.87,1.72,173.05,127.29,62.98,0.99,712.21,Yoga
49.08,Male,61.37,1.87,179.69,131.33,60.98,1.13,1495.33,HIIT
55.48,Female,125.06,1.86,196.79,128.76,63.96,1.01,1088.98,Strength
18.69,Male,74.22,1.77,198.05,136.79,64.17,1.28,1384.7,Strength
58.07,Female,90.53,1.72,199.36,149.76,54.91,0.9,792.72,Cardio
58.19,Male,65.15,1.63,166.65,120.96,52.92,1.13,1221.42,Strength
21.81,Male,71.07,1.93,162.14,138.94,52.98,1.41,1016.05,Yoga
41.7,Male,72.98,1.63,175.08,138.58,66.83,1.17,1121.33,Cardio
30.95,Female,61.64,1.75,188.57,149.5,66.93,1.81,1411.8,Yoga
25.05,Female,47.4,1.71,185.09,141.99,56.06,0.9,793.44,Cardio
59.14,Male,77.71,1.92,180.05,126.7,52.81,0.73,481.36,Yoga
41.18,Female,81.36,1.87,166.96,128.49,58.93,1.88,1466.4,Yoga
39.32,Male,86.74,1.82,190.83,160.6,72.12,1.96,2293.2,Strength
27.03,Female,71.03,1.97,181.02,150.68,72.9,0.73,723.36,Strength
28.96,Female,121.09,1.87,187.99,129.88,51.79,1.31,943.2,Yoga
35.06,Male,62.39,1.63,183.98,159.93,63.01,1.42,1874.4,HIIT
39.1,Female,57.41,1.93,165.27,136.01,57.74,1.36,1795.2,HIIT
57.04,Female,82.07,1.69,187.78,155.08,63.04,1.16,1115.46,Cardio
35.97,Male,58.56,1.76,177.71,127.84,58.09,0.98,646.21,Yoga
40.68,Female,76.34,1.79,172.11,132.07,55.81,1.4,1345.12,Cardio
59.22,Female,121.67,1.9,177.76,152.96,50.71,0.65,573.56,Cardio
19.77,Male,92.06,1.94,176.31,130.54,70.98,1.14,1094.4,Cardio
45.9,Female,60.07,1.68,164.84,147.17,61.97,1.15,1103.08,Cardio
36.11,Female,87.71,1.71,184.87,160.17,73.17,1.86,1454.15,Yoga
44.8,Male,73.39,1.75,183.98,147.83,50.0,1.13,814.96,Yoga
18.23,Female,55.0,1.68,175.94,157.67,70.78,1.28,1228.8,Cardio
49.14,Female,44.49,1.65,189.07,132.79,74.19,1.14,1504.8,HIIT
52.82,Female,55.73,1.55,170.96,141.27,53.9,1.12,805.06,Yoga
41.5,Female,73.11,1.62,174.74,138.74,66.98,1.18,849.6,Yoga
26.94,Female,62.11,1.8,168.88,143.71,72.21,1.48,1303.58,Cardio
24.94,Female,111.74,1.96,188.29,135.22,71.7,1.44,1429.49,Strength
25.11,Female,124.46,1.99,180.26,121.12,71.69,1.12,1356.43,HIIT
43.42,Male,61.04,1.88,175.26,163.12,68.11,1.03,1019.7,Strength
36.28,Male,109.71,1.62,192.8,141.6,68.19,0.85,1027.56,HIIT
28.01,Male,66.91,1.91,175.01,157.72,55.9,1.19,1045.3,Cardio
29.21,Female,71.54,1.55,189.52,119.94,68.1,1.2,1152.0,Cardio
34.95,Male,64.39,1.59,199.29,145.13,65.81,1.63,1271.4,Yoga
46.95,Female,56.01,1.77,197.97,137.85,67.95,1.19,1570.8,HIIT
42.78,Female,102.33,1.72,189.5,147.43,58.03,0.81,803.36,Strength
42.23,Female,50.67,1.64,176.61,149.72,61.92,0.62,614.36,Strength
54.54,Female,128.05,1.68,177.64,165.09,52.16,1.12,1075.2,Cardio
38.0,Female,44.84,1.79,188.26,157.98,67.67,0.63,554.9,Cardio
23.92,Male,58.68,1.51,187.1,156.7,68.06,1.03,1247.43,HIIT
37.86,Female,86.55,1.8,167.91,148.95,67.9,1.72,1788.8,Cardio
34.32,Male,67.77,1.68,168.92,127.98,57.23,0.67,811.44,HIIT
18.0,Female,88.46,1.93,160.73,139.29,72.0,1.72,1787.42,Cardio
22.28,Male,44.21,1.72,165.98,132.05,53.88,1.48,1064.71,Yoga
33.07,Female,78.03,1.71,186.98,136.2,57.97,1.07,1294.7,HIIT
56.93,Male,96.41,1.74,199.03,144.05,54.05,1.22,1172.18,Cardio
22.02,Male,116.81,1.68,171.79,134.53,57.16,1.24,1340.32,Strength
32.85,Female,81.51,2.0,184.39,137.28,50.87,1.59,1242.11,Yoga
47.95,Male,115.59,1.86,174.58,140.87,55.99,1.36,1645.6,HIIT
38.0,Female,68.59,1.92,170.08,150.39,72.99,1.32,1743.85,HIIT
54.12,Male,67.64,1.74,195.06,129.06,62.19,1.24,816.91,Yoga
39.89,Male,57.67,1.69,184.05,156.5,53.13,1.18,849.6,Yoga
44.15,Female,68.95,1.75,192.07,154.84,69.1,1.01,1219.88,HIIT
28.98,Female,126.41,2.0,185.99,151.69,67.01,1.36,1304.51,Cardio
41.24,Female,71.35,1.96,161.8,168.32,50.98,0.52,628.63,HIIT
25.05,Female,87.77,1.95,181.69,130.36,67.88,1.4,928.2,Yoga
22.41,Female,48.8,1.76,164.97,167.46,65.89,1.37,1317.39,Cardio
41.94,Male,53.39,1.73,182.76,141.51,74.02,1.37,1204.5,Cardio
32.74,Male,79.32,1.66,160.66,156.55,68.9,1.3,1249.04,Cardio
47.33,Female,89.58,1.84,167.5,159.36,64.87,1.44,1553.9,Strength
49.42,Female,86.62,1.63,161.13,142.84,58.0,1.7,1984.41,Strength
54.99,Female,64.28,1.86,198.21,143.36,52.92,1.35,1780.52,HIIT
44.91,Female,70.51,1.68,172.12,143.84,63.03,1.37,1656.19,HIIT
21.02,Female,55.17,1.55,163.46,160.64,52.83,1.37,987.22,Yoga
45.89,Female,58.55,1.53,196.18,140.31,61.98,1.83,2620.93,HIIT
19.15,Female,86.32,1.85,194.93,155.49,62.47,1.65,1929.02,Strength
49.92,Male,89.62,1.68,182.11,138.88,73.97,1.8,2101.14,Strength
53.24,Female,51.67,1.74,179.08,127.08,60.99,1.23,1328.4,Strength
19.05,Female,61.07,1.59,183.89,128.02,52.92,1.13,1367.3,HIIT
55.01,Male,76.84,1.73,195.96,157.65,65.04,1.08,950.4,Cardio
41.16,Female,65.4,1.57,166.13,122.97,52.92,1.06,763.2,Yoga
54.97,Male,84.36,1.79,178.35,122.09,51.87,1.19,858.23,Yoga
52.82,Female,53.62,1.74,173.29,155.79,54.02,1.37,1809.91,HIIT
44.66,Male,51.25,1.87,177.2,157.37,57.14,1.43,1373.94,Cardio
27.88,Female,80.12,1.59,181.17,129.66,53.9,1.49,1607.86,Strength
58.13,Male,45.54,1.67,187.17,129.06,69.83,1.28,1691.01,HIIT
57.2,Female,96.1,1.74,199.02,143.91,54.1,1.21,872.65,Yoga
49.22,Male,82.31,1.95,183.13,158.96,72.98,1.91,1989.46,Cardio
29.59,Male,79.63,1.62,180.98,165.79,66.17,1.26,907.96,Yoga
33.04,Female,56.52,1.54,165.25,154.71,63.32,1.06,1051.31,Strength
37.8,Male,47.16,1.74,197.73,166.96,63.94,1.03,1361.87,HIIT
51.2,Female,49.18,1.61,191.29,128.49,55.13,1.36,1645.6,HIIT
39.14,Female,105.69,1.99,199.21,132.73,71.26,0.81,802.63,Strength
48.88,Male,82.43,1.84,191.74,145.36,71.03,1.29,1237.37,Cardio
21.6,Male,79.14,1.7,176.97,138.02,66.11,1.35,1777.54,HIIT
24.04,Female,54.4,1.74,160.13,166.89,53.18,0.85,747.32,Cardio
28.9,Male,87.29,1.89,199.02,136.72,53.93,1.75,2049.07,Strength
27.96,Male,72.35,1.67,197.18,146.77,73.92,1.14,1232.23,Strength
58.04,Male,90.0,1.72,199.07,149.7,55.03,0.9,1089.99,HIIT
49.98,Male,89.39,1.7,168.0,123.83,73.91,0.81,980.99,HIIT
56.95,Male,60.5,1.52,195.88,157.31,66.02,1.32,1426.79,Strength
53.35,Female,67.64,1.7,180.9,139.12,56.95,1.06,1399.2,HIIT
56.85,Female,78.58,1.62,184.77,148.76,51.99,1.01,1330.98,HIIT
54.82,Male,42.63,1.69,186.03,139.63,56.0,0.91,900.08,Strength
31.1,Male,61.3,1.77,187.24,127.19,56.1,1.72,2461.49,HIIT
28.81,Female,82.55,1.99,162.15,125.95,54.09,1.45,1276.0,Cardio
25.7,Male,71.81,1.5,182.35,142.0,54.04,1.15,1391.5,HIIT
28.1,Female,51.88,1.61,168.0,163.68,70.08,1.31,942.41,Yoga
18.0,Female,66.92,1.57,192.8,127.24,63.26,1.07,1154.64,Strength
29.03,Male,81.18,1.98,159.94,145.11,50.23,1.65,1929.02,Strength
24.83,Male,40.31,1.67,185.79,137.83,70.98,1.03,991.27,Cardio
44.33,Female,82.37,1.79,167.03,155.24,69.69,1.51,2159.3,HIIT
41.95,Female,72.56,1.69,177.21,148.27,60.71,1.07,1027.2,Cardio
21.91,Female,78.96,1.52,173.22,166.21,74.06,1.45,1564.7,Strength
34.9,Female,102.4,1.94,183.15,158.43,64.01,0.84,830.84,Strength
56.14,Male,89.15,1.85,160.68,144.21,59.01,1.57,1839.73,Strength
30.94,Female,53.35,1.64,183.15,140.79,69.98,0.58,510.86,Cardio
50.98,Female,70.08,1.55,178.07,138.78,54.06,1.41,930.6,Yoga
41.3,Female,81.41,1.87,167.17,128.22,59.09,1.87,2674.1,HIIT
35.43,Male,55.48,1.56,186.94,139.42,55.75,1.72,1340.57,Yoga
42.12,Male,63.76,1.71,172.99,168.34,62.01,1.42,1365.47,Cardio
45.12,Male,56.71,1.55,193.89,121.25,58.13,1.67,1301.6,Yoga
54.02,Male,116.55,1.62,172.04,143.2,56.13,1.03,742.22,Yoga
24.2,Male,72.36,1.76,174.89,127.4,67.9,0.86,568.12,Yoga
18.9,Female,69.38,1.6,186.05,154.68,73.99,1.18,778.8,Yoga
37.04,Female,72.88,1.74,188.07,140.88,65.01,1.03,1112.4,Strength
41.65,Female,49.88,1.5,172.99,131.28,62.99,1.16,1116.38,Cardio
50.22,Male,67.53,1.75,160.57,119.96,58.93,0.67,442.6,Yoga
35.72,Male,121.91,1.93,194.9,131.94,54.01,1.49,1431.59,Cardio
37.95,Male,123.18,1.62,160.68,165.33,64.97,1.33,1437.6,Strength
19.8,Male,124.68,1.82,194.08,145.19,62.85,1.24,1191.39,Cardio
43.3,Female,40.86,1.74,187.03,142.88,50.88,1.49,1073.69,Yoga
43.27,Female,66.1,1.85,169.83,121.35,58.16,1.19,1049.1,Cardio
52.41,Female,85.58,1.8,189.75,135.36,66.01,1.7,1769.36,Cardio
43.98,Female,94.08,1.85,170.32,119.96,67.04,1.26,907.2,Yoga
54.0,Male,67.05,1.54,181.74,139.83,50.04,0.72,871.2,HIIT
31.02,Female,86.83,1.76,171.94,151.11,66.14,1.29,926.48,Yoga
33.07,Male,57.59,1.53,179.86,126.09,49.74,1.84,2154.46,Strength
21.35,Male,59.78,1.7,179.16,123.08,51.83,1.97,2819.27,HIIT
33.62,Male,88.29,1.64,197.04,147.12,70.28,1.91,2729.2,HIIT
35.33,Male,56.32,1.56,186.7,138.98,56.04,1.7,1989.0,Strength
54.09,Female,46.45,1.5,175.29,165.55,58.17,1.38,912.46,Yoga
44.27,Female,125.12,1.85,175.37,125.9,68.91,1.34,1770.27,HIIT
32.92,Male,74.29,1.76,191.88,145.26,65.93,1.15,828.0,Yoga
52.8,Female,94.04,1.95,177.02,138.02,50.06,0.88,1065.77,HIIT
41.33,Female,57.05,1.53,191.94,149.66,73.97,1.07,705.56,Yoga
56.11,Female,81.8,1.87,187.08,124.28,73.9,1.52,1186.51,Yoga
29.21,Male,86.65,1.62,173.51,121.88,54.98,1.53,2187.9,HIIT
18.0,Female,62.43,1.59,190.02,161.38,50.38,1.23,1180.8,Cardio
25.34,Female,40.99,1.62,193.39,144.03,64.23,1.49,1607.86,Strength
24.65,Female,58.39,1.51,186.49,156.99,68.03,1.05,924.0,Cardio
45.19,Female,65.47,1.57,191.73,132.69,58.91,0.66,798.6,HIIT
45.13,Female,48.82,1.64,167.94,159.26,67.32,1.25,1350.0,Strength
33.31,Female,63.44,1.63,186.2,120.22,73.96,1.56,1215.86,Yoga
21.98,Female,63.04,1.54,191.44,154.94,52.9,1.03,1112.4,Strength
38.83,Female,107.32,1.89,161.82,159.87,58.97,0.71,469.45,Yoga
22.94,Female,116.33,1.79,177.8,126.72,69.25,1.0,960.0,Cardio
33.13,Female,77.88,1.66,161.09,155.61,68.91,1.28,1689.6,HIIT
21.01,Male,96.14,1.72,160.64,150.73,61.96,1.26,1106.78,Cardio
41.28,Female,94.02,1.62,172.23,139.21,49.83,1.13,1082.99,Cardio
32.42,Female,68.22,1.75,177.03,149.9,71.1,0.85,563.04,Yoga
33.99,Male,67.95,1.68,168.81,128.57,56.99,0.67,665.11,Strength
18.1,Female,82.48,1.84,190.15,148.18,66.01,1.74,1356.16,Yoga
48.89,Female,62.28,1.66,172.98,151.61,72.93,1.38,994.43,Yoga
27.58,Female,103.04,1.83,198.94,122.95,58.16,1.41,1522.8,Strength
49.95,Female,88.83,1.68,181.72,138.96,73.99,1.78,2543.44,HIIT
35.68,Female,47.8,1.75,195.95,160.23,52.84,1.49,1609.2,Strength
33.78,Female,46.69,1.61,196.23,161.01,69.2,1.03,1113.33,Strength
43.06,Female,80.61,1.78,187.91,151.93,64.96,1.59,1242.11,Yoga
47.06,Female,84.91,1.86,186.96,129.23,63.1,1.84,2149.49,Strength
57.87,Female,46.44,1.67,186.88,128.93,69.9,1.28,923.9,Yoga
18.95,Male,65.01,1.58,169.94,121.05,56.92,1.47,1940.4,HIIT
46.9,Female,43.51,1.62,178.85,131.53,63.9,0.51,335.99,Yoga
47.06,Female,41.78,1.58,160.18,162.78,68.21,1.02,1348.64,HIIT
33.43,Female,54.4,1.53,190.44,132.22,59.78,1.14,1128.6,Strength
45.97,Male,89.37,1.63,166.1,145.69,66.19,0.74,650.61,Cardio
22.64,Female,80.24,1.8,178.15,126.1,59.41,1.54,1803.19,Strength
19.21,Male,58.11,1.77,181.07,135.99,53.31,1.4,1384.74,Strength
45.08,Female,50.24,1.87,177.16,157.42,56.68,1.45,1914.0,HIIT
46.15,Female,108.16,1.64,184.92,169.17,62.97,1.41,1239.67,Cardio
32.91,Male,54.33,1.66,191.0,128.86,72.06,1.25,1102.0,Cardio
20.77,Male,59.58,1.7,179.12,122.89,52.01,1.97,2050.38,Cardio
27.85,Male,70.82,1.67,192.0,139.99,62.86,1.47,1410.02,Cardio
54.5,Male,83.48,1.85,168.05,142.43,55.89,1.55,2214.8,HIIT
28.87,Female,55.64,1.61,177.04,128.09,51.15,1.41,1238.54,Cardio
48.08,Female,129.25,1.61,193.09,167.05,62.02,1.06,1017.6,Cardio
59.29,Male,88.35,1.76,187.21,167.7,74.14,1.35,1298.16,Cardio
23.48,Female,42.14,1.58,163.34,131.89,67.1,0.56,553.39,Strength
45.58,Male,94.42,1.82,164.5,120.44,68.84,1.47,1057.52,Yoga
30.82,Male,62.48,1.62,167.97,169.01,73.76,1.57,1835.49,Strength
57.8,Male,56.34,1.7,169.75,122.0,57.04,0.75,657.6,Cardio
42.75,Female,95.51,1.77,197.87,151.24,49.83,1.08,1306.8,HIIT
53.57,Female,85.92,1.95,195.25,140.01,64.17,1.17,1414.41,HIIT
23.88,Male,87.27,1.74,187.08,158.6,67.12,1.58,2261.14,HIIT
53.12,Male,125.15,1.91,171.05,136.87,70.13,0.5,440.4,Cardio
49.93,Male,52.4,1.84,195.1,123.86,51.69,1.37,984.76,Yoga
45.08,Male,41.16,1.58,195.23,167.98,70.72,1.47,1453.98,Strength
36.94,Male,73.47,1.75,188.29,140.89,64.67,1.04,751.3,Yoga
34.21,Male,64.24,1.62,174.59,144.77,62.15,1.76,1831.81,Cardio
28.82,Male,86.31,1.86,176.94,123.21,72.12,1.52,1781.14,Strength
23.2,Female,57.31,1.55,178.83,131.97,73.07,1.38,1325.9,Cardio
21.06,Male,93.71,1.73,185.67,146.13,72.15,1.0,661.2,Yoga
30.08,Male,62.95,1.67,163.6,161.8,69.95,1.02,734.4,Yoga
53.24,Male,47.68,1.76,164.14,149.18,74.08,1.06,1145.75,Strength
35.76,Male,112.73,1.63,164.28,134.55,57.97,1.02,1103.44,Strength
19.15,Male,48.96,1.68,175.93,146.5,64.05,1.05,1040.44,Strength
32.87,Male,55.57,1.61,160.9,146.94,53.96,1.77,2072.49,Strength
53.22,Male,51.33,1.74,178.83,126.92,60.81,1.22,1316.5,Strength
55.16,Female,63.01,1.7,187.14,120.82,67.03,1.31,1296.9,Strength
27.98,Male,57.42,2.0,198.09,134.87,65.18,1.33,1755.6,HIIT
23.93,Female,63.3,1.79,180.0,135.46,59.11,1.4,1341.76,Cardio
50.12,Female,95.34,1.61,172.79,132.91,50.03,1.15,830.07,Yoga
37.92,Male,80.76,1.71,187.04,147.87,58.17,1.51,2160.96,HIIT
45.53,Male,45.53,1.77,185.13,161.7,58.06,1.48,1062.94,Yoga
43.87,Female,71.71,1.66,176.18,151.85,55.14,1.4,1387.26,Strength
18.29,Male,72.88,1.54,194.35,124.76,54.04,0.97,853.6,Cardio
19.68,Female,119.82,1.73,186.17,152.93,66.97,1.0,1321.1,HIIT
18.81,Male,111.51,1.91,161.27,148.95,54.18,1.3,1285.83,Strength
53.14,Female,79.01,1.65,164.04,126.0,49.78,1.24,1226.48,Strength
51.91,Male,61.87,1.54,185.2,165.46,66.9,1.36,980.83,Yoga
25.27,Female,62.64,1.68,197.58,165.36,66.98,0.96,951.26,Strength
54.72,Male,69.71,1.81,179.15,166.96,57.14,1.2,1586.64,HIIT
44.92,Male,40.93,1.58,194.44,167.98,70.92,1.47,1453.98,Strength
39.43,Male,77.23,1.92,178.75,137.29,68.01,1.13,1084.8,Cardio
42.09,Male,97.28,1.91,192.75,136.11,73.29,1.02,1103.44,Strength
46.95,Male,86.72,1.64,176.94,165.56,50.02,2.0,1557.6,Yoga
18.32,Male,67.5,1.6,182.03,164.07,70.98,0.6,527.52,Cardio
22.61,Female,60.39,1.59,190.48,123.09,52.02,1.79,2551.82,HIIT
41.33,Male,83.45,1.66,176.77,139.16,74.23,1.98,2060.78,Cardio
20.83,Male,111.3,1.69,193.54,132.6,58.94,1.07,1062.19,Strength
49.26,Female,82.62,1.84,192.04,145.9,70.95,1.29,1236.34,Cardio
36.11,Female,59.45,1.72,160.88,128.46,51.07,1.63,1270.42,Yoga
55.89,Male,54.05,1.64,168.73,155.03,53.08,1.1,790.68,Yoga
48.93,Male,78.9,1.73,182.06,150.96,64.01,1.39,1222.09,Cardio
57.82,Female,66.77,1.74,168.98,127.73,56.8,0.63,415.8,Yoga
18.0,Female,81.66,1.84,189.93,148.46,65.87,1.74,1808.21,Cardio
52.74,Female,84.25,1.76,165.16,137.32,69.01,1.67,1735.46,Cardio
39.9,Male,58.56,1.99,197.84,138.3,73.68,1.43,1884.45,HIIT
42.2,Female,42.57,1.74,161.13,129.79,71.19,1.04,1028.66,Strength
26.05,Female,62.43,1.61,197.81,138.69,57.83,1.89,1474.2,Yoga
23.38,Male,83.28,1.8,184.9,162.01,56.1,0.7,617.68,Cardio
56.08,Female,58.48,1.86,186.88,159.32,65.14,1.09,1047.27,Cardio
43.21,Male,42.55,1.65,162.2,148.07,58.82,1.33,958.4,Yoga
25.91,Female,47.33,1.77,197.89,120.05,69.07,1.15,1516.74,HIIT
51.15,Female,74.65,1.56,176.71,132.06,49.94,0.7,847.77,HIIT
18.62,Male,65.48,1.52,188.05,129.48,70.9,1.22,805.2,Yoga
44.82,Male,64.56,1.57,191.74,132.56,58.82,0.66,652.21,Strength
32.76,Male,46.23,1.5,189.25,144.25,61.98,0.93,613.24,Yoga
38.01,Male,58.47,1.56,184.6,131.8,53.98,1.64,1704.29,Cardio
45.65,Male,72.98,1.87,187.9,161.2,63.84,1.3,1249.04,Cardio
29.99,Female,60.22,1.55,171.93,120.2,52.02,1.32,1267.2,Cardio
57.49,Male,76.0,1.63,160.72,131.03,60.17,0.69,684.34,Strength
41.17,Female,66.18,1.69,186.82,143.15,67.87,0.79,521.4,Yoga
45.1,Female,51.15,1.79,182.32,130.43,58.79,0.73,482.68,Yoga
56.08,Female,118.54,1.9,199.13,126.25,68.12,0.65,429.39,Yoga
44.84,Female,46.61,1.79,175.89,167.85,54.99,1.46,1402.77,Cardio
19.1,Female,65.3,1.52,187.53,130.07,71.13,1.24,1091.2,Cardio
30.91,Female,48.81,1.51,195.14,130.94,60.3,1.48,1465.2,Strength
36.16,Male,68.92,1.65,164.69,126.46,65.04,1.23,1082.4,Cardio
51.93,Female,73.52,1.63,173.98,150.09,50.0,1.25,1650.0,HIIT
50.0,Female,71.33,1.68,186.47,161.63,70.07,1.17,1159.35,Strength
44.03,Female,94.64,1.84,170.11,119.75,67.09,1.26,1664.59,HIIT
44.56,Male,52.87,1.85,185.71,161.22,72.71,1.19,1180.24,Strength
50.16,Male,70.02,1.96,165.9,138.85,68.03,0.98,1185.8,HIIT
39.66,Male,76.91,1.91,178.88,136.54,67.86,1.14,1506.05,HIIT
35.99,Male,57.69,1.77,176.05,146.72,62.99,1.65,2354.06,HIIT
31.07,Female,42.02,1.76,182.1,120.98,65.13,1.46,1448.03,Strength
30.2,Female,64.01,1.87,181.98,141.81,66.8,0.63,416.18,Yoga
51.5,Male,68.91,1.63,179.23,147.37,67.02,1.17,1026.79,Cardio
26.27,Female,86.33,1.68,189.1,157.16,72.06,1.98,1546.78,Yoga
38.23,Female,62.05,1.54,182.99,130.66,69.04,1.47,1937.17,HIIT
38.05,Male,67.82,1.92,169.83,149.48,72.91,1.32,1740.95,HIIT
56.1,Male,45.56,1.73,165.0,128.8,72.89,0.84,737.18,Cardio
49.32,Male,47.11,1.72,168.93,120.27,72.11,1.39,1336.62,Cardio
46.65,Male,41.62,1.58,160.12,163.21,67.95,1.03,988.8,Cardio
24.9,Female,41.74,1.67,186.36,138.53,71.05,1.01,1336.53,HIIT
56.84,Male,127.5,1.63,161.0,132.64,72.88,0.97,640.2,Yoga
56.95,Female,75.48,1.67,186.16,152.76,64.97,1.05,756.63,Yoga
49.72,Male,96.87,1.71,188.08,125.23,61.78,1.47,1937.17,HIIT
38.44,Male,81.41,1.71,186.93,147.65,58.16,1.52,1583.23,Cardio
38.01,Male,41.39,1.79,194.56,160.88,54.86,0.62,545.1,Cardio
27.73,Male,63.16,1.62,195.99,146.97,55.02,0.69,833.38,HIIT
31.67,Male,59.44,1.66,183.78,160.11,63.9,0.51,616.54,HIIT
23.88,Female,40.41,1.64,168.32,167.79,55.06,0.99,1196.81,HIIT
26.17,Female,59.21,1.51,180.83,128.94,70.95,1.7,1326.0,Yoga
22.15,Female,71.76,1.62,182.97,123.25,59.04,1.38,1672.84,HIIT
47.33,Male,87.24,1.64,177.03,164.76,49.88,2.01,1569.01,Yoga
49.8,Male,70.04,1.72,198.19,134.56,65.63,1.24,1192.38,Cardio
41.78,Female,71.94,1.69,177.16,147.84,60.94,1.06,761.93,Yoga
20.78,Male,101.54,1.95,171.34,130.56,69.16,0.97,640.78,Yoga
21.02,Female,88.24,1.6,198.33,121.34,66.84,1.7,1324.98,Yoga
55.88,Female,82.41,1.87,187.06,124.0,74.18,1.51,1769.42,Strength
