Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
FOOD_AND_DRINK,4.6,32997,1000000,Free,0.0,Everyone,Food & Drink,2631,13.0
MEDICAL,4.7,87418,1000000,Free,0.0,Everyone,Medical,2650,14.0
PRODUCTIVITY,4.1,85,10000,Free,0.0,Everyone,Productivity,2633,44.0
GAME,4.4,5565856,100000000,Free,0.0,Everyone,Arcade,2703,97.0
AUTO_AND_VEHICLES,3.0,9,100,Free,0.0,Everyone,Auto & Vehicles,2765,8.4
GAME,3.7,38,1000,Free,0.0,Everyone,Arcade,3397,29.0
PERSONALIZATION,3.7,21,500,Paid,0.99,Everyone,Personalization,4406,0.3671875
COMMUNICATION,3.9,40751,10000000,Free,0.0,Teen,Communication,3269,35.0
FAMILY,4.3,32405,1000000,Free,0.0,Everyone,Casual,3956,47.0
TOOLS,4.5,21979,1000000,Free,0.0,Everyone,Tools,3054,0.958984375
COMMUNICATION,4.1,382,50000,Free,0.0,Everyone,Communication,2646,2.3
COMMUNICATION,3.7,166,5000,Paid,4.99,Everyone,Communication,3139,2.0
HEALTH_AND_FITNESS,4.3,12,1000,Free,0.0,Everyone,Health & Fitness,3527,0.5986328125
PERSONALIZATION,3.9,916,100000,Free,0.0,Everyone,Personalization,2811,36.0
BUSINESS,4.4,62272,10000000,Free,0.0,Everyone,Business,2670,18.0
FINANCE,4.7,289,5000,Free,0.0,Everyone,Finance,2723,3.2
LIFESTYLE,4.0,576,50000,Free,0.0,Everyone,Lifestyle,2689,7.4
FAMILY,1.8,3270,500000,Free,0.0,Everyone,Entertainment,3713,1.8
GAME,4.3,8118609,500000000,Free,0.0,Everyone,Action,2661,62.0
BEAUTY,4.2,2225,500000,Free,0.0,Everyone,Beauty,2788,52.0
PRODUCTIVITY,4.7,1730,100000,Free,0.0,Everyone,Productivity,2815,16.0
VIDEO_PLAYERS,3.3,6716,500000,Free,0.0,Mature 17+,Video Players & Editors,2671,4.7
FAMILY,4.6,41,1000,Free,0.0,Everyone,Education,3024,9.2
GAME,3.9,85278,1000000,Free,0.0,Mature 17+,Music,2649,23.0
FOOD_AND_DRINK,4.2,10159,1000000,Free,0.0,Everyone,Food & Drink,2649,36.0
FOOD_AND_DRINK,4.2,333208,10000000,Free,0.0,Everyone,Food & Drink,2634,34.0
LIBRARIES_AND_DEMO,4.5,23,5000,Free,0.0,Everyone,Libraries & Demo,2655,31.0
FINANCE,4.5,1308,100000,Free,0.0,Everyone,Finance,3784,3.7
ART_AND_DESIGN,4.7,5754,100000,Free,0.0,Everyone,Art & Design,2636,4.4
LIFESTYLE,4.4,726074,10000000,Free,0.0,Everyone,Lifestyle,2633,45.0
SPORTS,5.0,7,100,Free,0.0,Everyone,Sports,2643,68.0
FINANCE,4.1,4344,500000,Free,0.0,Everyone,Finance,2636,4.5
TRAVEL_AND_LOCAL,4.4,22776,1000000,Free,0.0,Everyone,Travel & Local,2629,55.0
PHOTOGRAPHY,2.7,90,5000,Paid,2.99,Everyone,Photography,2920,4.0
FAMILY,4.0,751,10000,Paid,0.99,Everyone,Casual,4000,49.0
FOOD_AND_DRINK,4.6,556,100000,Free,0.0,Teen,Food & Drink,2822,23.0
PARENTING,3.7,9293,1000000,Free,0.0,Everyone,Parenting,2699,2.4
SPORTS,3.7,2980,100000,Free,0.0,Everyone,Sports,3699,21.0
GAME,4.6,190274,5000000,Free,0.0,Everyone,Arcade,2657,46.0
PHOTOGRAPHY,4.5,7590099,100000000,Free,0.0,Teen,Photography,2635,34.0
FAMILY,4.5,41,1000,Free,0.0,Everyone,Education,3046,11.0
SHOPPING,4.0,7006,500000,Free,0.0,Everyone,Shopping,2715,12.0
BUSINESS,4.7,11442,100000,Paid,4.99,Everyone,Business,2763,6.8
FAMILY,4.2,5,100,Free,0.0,Everyone,Entertainment,3373,3.3
DATING,4.7,14,5000,Free,0.0,Mature 17+,Dating,2632,21.0
GAME,4.1,97209,1000000,Free,0.0,Everyone,Board,2833,6.7
GAME,4.4,3344300,50000000,Free,0.0,Everyone 10+,Racing,2642,22.0
TRAVEL_AND_LOCAL,4.1,136633,10000000,Free,0.0,Everyone,Travel & Local,2629,14.0
PERSONALIZATION,4.5,66321,5000000,Free,0.0,Everyone,Personalization,2685,18.0
BOOKS_AND_REFERENCE,3.9,46,5000,Free,0.0,Everyone,Books & Reference,2727,3.0
SPORTS,4.4,328,10000,Free,0.0,Everyone,Sports,2635,11.0
PHOTOGRAPHY,4.3,46242,1000000,Free,0.0,Everyone,Photography,3314,5.2
FAMILY,4.7,10,1000,Paid,2.99,Everyone,Education;Pretend Play,2860,30.0
TOOLS,4.7,58366,1000000,Free,0.0,Everyone,Tools,2871,6.3
GAME,4.5,14198602,100000000,Free,0.0,Everyone,Sports,2635,52.0
DATING,4.2,46,10000,Free,0.0,Mature 17+,Dating,2637,26.0
TOOLS,4.1,45610,10000000,Free,0.0,Everyone,Tools,2845,0.171875
FAMILY,5.0,7,10,Free,0.0,Everyone,Education,2871,5.6
FAMILY,2.9,10,100,Paid,4.99,Everyone,Educational,3097,73.0
LIFESTYLE,4.0,5208,100000,Free,0.0,Teen,Lifestyle,2885,4.5
PERSONALIZATION,4.7,9,100,Free,0.0,Teen,Personalization,3178,12.0
FAMILY,4.4,1516,50000,Paid,2.99,Everyone,Role Playing,2881,44.0
LIBRARIES_AND_DEMO,4.2,78,10000,Free,0.0,Everyone,Libraries & Demo,3176,0.79296875
PERSONALIZATION,4.2,11244,1000000,Free,0.0,Everyone,Personalization,2684,2.2
LIBRARIES_AND_DEMO,4.3,15,1000,Free,0.0,Everyone,Libraries & Demo,3176,0.44921875
PERSONALIZATION,4.1,797,50000,Free,0.0,Everyone,Personalization,2637,6.7
PRODUCTIVITY,4.5,27820,1000000,Free,0.0,Everyone,Productivity,2637,4.7
MEDICAL,4.7,8347,500000,Free,0.0,Everyone,Medical,2744,2.6
GAME,3.9,2588,100000,Free,0.0,Everyone 10+,Racing,3943,26.0
PERSONALIZATION,4.2,279,10000,Free,0.0,Everyone,Personalization,4547,1.1
LIFESTYLE,4.9,18,1000,Free,0.0,Everyone,Lifestyle,2760,24.0
ART_AND_DESIGN,4.7,87510,5000000,Free,0.0,Everyone,Art & Design,2634,8.7
SPORTS,2.6,64,10000,Free,0.0,Everyone,Sports,3005,1.6
GAME,4.0,48,1000,Paid,1.99,Everyone,Card,3959,4.1
FAMILY,4.5,2062,500000,Free,0.0,Everyone,Strategy;Education,2682,42.0
BUSINESS,5.0,1,5,Free,0.0,Everyone,Business,2635,4.3
PERSONALIZATION,4.6,49657,5000000,Free,0.0,Everyone,Personalization,2629,8.7
FAMILY,4.4,105,10000,Free,0.0,Everyone,Education,3496,9.0
TOOLS,4.3,9716,1000000,Free,0.0,Everyone,Tools,2747,1.3
TRAVEL_AND_LOCAL,4.6,751551,10000000,Free,0.0,Mature 17+,Travel & Local,2633,42.0
GAME,3.8,141,10000,Free,0.0,Everyone,Arcade,2701,19.0
BOOKS_AND_REFERENCE,4.4,30105,1000000,Free,0.0,Everyone,Books & Reference,2637,2.1
FAMILY,4.4,146,10000,Free,0.0,Teen,Entertainment,2758,3.9
FINANCE,4.4,199684,5000000,Free,0.0,Everyone,Finance,2647,18.0
FAMILY,4.4,281448,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2695,70.0
TOOLS,3.6,12993,1000000,Free,0.0,Everyone,Tools,3203,5.2
LIFESTYLE,5.0,3,50,Free,0.0,Everyone,Lifestyle,3069,8.6
FAMILY,4.5,773,100000,Free,0.0,Everyone,Arcade;Action & Adventure,2978,55.0
GAME,4.3,10806,5000000,Free,0.0,Everyone,Racing,3083,49.0
GAME,3.8,4552,100000,Free,0.0,Everyone,Racing,3278,43.0
FAMILY,4.0,7243,1000000,Free,0.0,Everyone,Education,3237,42.0
GAME,4.7,55952,1000000,Free,0.0,Everyone 10+,Arcade,3018,61.0
FAMILY,4.0,1007,100000,Free,0.0,Everyone,Entertainment,3243,7.4
ART_AND_DESIGN,4.6,4326,100000,Free,0.0,Everyone,Art & Design,2670,21.0
LIFESTYLE,4.6,116079,5000000,Free,0.0,Everyone,Lifestyle,2707,3.2
SOCIAL,4.8,5,100,Free,0.0,Teen,Social,2646,3.0
PARENTING,4.8,190,100000,Free,0.0,Everyone,Parenting,2672,6.8
PARENTING,4.5,1025,100000,Free,0.0,Everyone,Parenting,2667,17.0
GAME,4.3,133195,5000000,Free,0.0,Everyone,Board,2685,11.0
FAMILY,4.1,30444,1000000,Free,0.0,Everyone 10+,Arcade;Action & Adventure,3644,27.0
FAMILY,4.4,8,500,Free,0.0,Everyone,Education,2898,6.8
FAMILY,3.9,65119,1000000,Free,0.0,Everyone 10+,Strategy,2705,46.0
TOOLS,4.4,2026,100000,Free,0.0,Everyone,Tools,2632,7.5
PRODUCTIVITY,3.9,1322,100000,Free,0.0,Everyone,Productivity,3279,4.2
GAME,4.0,2700,500000,Free,0.0,Everyone,Board,2844,5.7
MEDICAL,4.5,309,10000,Free,0.0,Everyone,Medical,3138,5.9
TOOLS,1.0,3,500,Free,0.0,Everyone,Tools,2866,41.0
TOOLS,1.0,2,500,Free,0.0,Everyone,Tools,2765,4.4
GAME,3.9,142693,5000000,Free,0.0,Teen,Action,2689,21.0
GAME,4.7,142308,5000000,Free,0.0,Everyone 10+,Board,2634,24.0
COMMUNICATION,3.5,10,100,Paid,1.49,Everyone,Communication,2715,3.8
MAPS_AND_NAVIGATION,4.1,204,10000,Free,0.0,Everyone,Maps & Navigation,3063,11.0
HEALTH_AND_FITNESS,4.6,71269,1000000,Free,0.0,Everyone,Health & Fitness,2758,49.0
BOOKS_AND_REFERENCE,4.7,24278,1000000,Free,0.0,Everyone,Books & Reference,2851,3.1
LIFESTYLE,4.1,3309,500000,Free,0.0,Everyone,Lifestyle,2630,13.0
MAPS_AND_NAVIGATION,4.2,453,10000,Paid,2.99,Everyone,Maps & Navigation,2755,36.0
MEDICAL,4.3,44,10000,Free,0.0,Everyone,Medical,2745,34.0
FAMILY,4.6,769,100000,Free,0.0,Everyone,Entertainment,2753,13.0
BOOKS_AND_REFERENCE,4.5,14,1000,Free,0.0,Everyone,Books & Reference,2648,30.0
FAMILY,4.5,9699,100000,Paid,0.99,Teen,Puzzle,2643,23.0
TOOLS,4.2,13005,1000000,Free,0.0,Everyone,Tools,2826,9.7
FAMILY,4.5,20101,100000,Paid,9.99,Teen,Role Playing,3668,7.8
GAME,3.6,182,50000,Free,0.0,Teen,Adventure,2787,41.0
BOOKS_AND_REFERENCE,4.8,44,1000,Free,0.0,Everyone,Books & Reference,4226,0.6044921875
FAMILY,3.9,53,5000,Free,0.0,Everyone,Entertainment,2949,7.9
ENTERTAINMENT,4.2,38769,1000000,Free,0.0,Mature 17+,Entertainment,3678,44.0
FAMILY,4.3,70903,5000000,Free,0.0,Everyone,Puzzle;Brain Games,2724,51.0
PRODUCTIVITY,4.6,22775,10000000,Free,0.0,Everyone,Productivity,2635,26.0
FAMILY,5.0,3,100,Free,0.0,Mature 17+,Education,3217,1.8
MEDICAL,4.5,3320,100000,Free,0.0,Everyone,Medical,2804,8.3
MAPS_AND_NAVIGATION,4.2,11838,1000000,Free,0.0,Everyone,Maps & Navigation,2748,9.2
PERSONALIZATION,4.1,291,5000,Paid,1.99,Everyone,Personalization,3282,35.0
ART_AND_DESIGN,4.5,176,100000,Free,0.0,Everyone,Art & Design,2755,10.0
FINANCE,3.7,120,10000,Free,0.0,Everyone,Finance,2916,31.0
PHOTOGRAPHY,3.5,12204,1000000,Free,0.0,Everyone,Photography,3139,6.8
NEWS_AND_MAGAZINES,3.5,66,10000,Free,0.0,Everyone,News & Magazines,3060,12.0
TOOLS,4.6,159,1000,Paid,1.49,Everyone,Tools,5230,0.0283203125
SHOPPING,3.7,2094,100000,Free,0.0,Everyone,Shopping,2664,34.0
PERSONALIZATION,4.5,216,50000,Free,0.0,Everyone,Personalization,2744,5.7
VIDEO_PLAYERS,4.5,1013867,50000000,Free,0.0,Everyone,Video Players & Editors,2632,32.0
GAME,4.5,10055521,100000000,Free,0.0,Everyone,Casual,2668,94.0
FAMILY,4.5,64,10000,Free,0.0,Everyone,Educational;Education,2648,81.0
PHOTOGRAPHY,3.9,129268,10000000,Free,0.0,Everyone,Photography,2636,11.0
MEDICAL,4.8,59158,1000000,Free,0.0,Everyone,Medical,2640,11.0
LIFESTYLE,3.8,38,5000,Free,0.0,Everyone,Lifestyle,2740,4.8
PHOTOGRAPHY,4.4,758780,50000000,Free,0.0,Everyone,Photography,2632,53.0
LIFESTYLE,4.4,317,50000,Free,0.0,Everyone,Lifestyle,3222,0.072265625
TOOLS,4.0,8,1000,Free,0.0,Everyone,Tools,2628,2.2
SPORTS,3.1,78442,5000000,Free,0.0,Everyone,Sports,2674,25.0
FAMILY,3.1,16,1000,Free,0.0,Everyone,Education,2738,17.0
SPORTS,4.6,200,1000,Paid,2.49,Everyone,Sports,2633,3.0
TOOLS,4.3,10,10000,Free,0.0,Everyone,Tools,3003,8.2
GAME,3.7,8581,1000000,Free,0.0,Everyone,Arcade,4326,12.0
PHOTOGRAPHY,4.4,3156484,100000000,Free,0.0,Everyone,Photography,2635,53.0
TOOLS,4.3,6,500,Free,0.0,Everyone,Tools,2643,33.0
TOOLS,4.2,38,5000,Free,0.0,Everyone,Tools,3186,0.2451171875
FAMILY,5.0,1,10,Free,0.0,Everyone,Entertainment,2879,8.2
PRODUCTIVITY,4.3,226295,10000000,Free,0.0,Everyone,Productivity,2690,4.2
GAME,4.6,2698889,100000000,Free,0.0,Everyone,Action,2635,78.0
BOOKS_AND_REFERENCE,4.4,52,1000,Free,0.0,Everyone,Books & Reference,3563,2.2
LIFESTYLE,5.0,2,100,Free,0.0,Everyone,Lifestyle,3179,1.3
BEAUTY,4.7,964,50000,Free,0.0,Everyone,Beauty,2675,9.0
PRODUCTIVITY,4.5,41624,1000000,Free,0.0,Everyone,Productivity,2703,3.4
HEALTH_AND_FITNESS,3.0,94,10000,Free,0.0,Everyone,Health & Fitness,2657,30.0
GAME,4.7,990491,10000000,Free,0.0,Everyone,Action,2703,75.0
FAMILY,3.1,4798,500000,Free,0.0,Teen,Casual,2683,30.0
GAME,4.2,11408,1000000,Free,0.0,Teen,Action,2660,96.0
TRAVEL_AND_LOCAL,4.4,150932,10000000,Free,0.0,Everyone,Travel & Local,2636,27.0
TOOLS,4.2,522,50000,Free,0.0,Everyone,Tools,2913,2.9
SPORTS,4.4,382,10000,Free,0.0,Everyone,Sports,2782,20.0
FAMILY,4.2,200450,10000000,Free,0.0,Everyone,Casual;Pretend Play,2640,25.0
FAMILY,4.5,16391,500000,Free,0.0,Teen,Entertainment,2648,13.0
PERSONALIZATION,4.1,12008,1000000,Free,0.0,Everyone,Personalization,3430,6.1
PERSONALIZATION,4.1,131,1000,Paid,4.99,Everyone,Personalization,3876,0.0263671875
FAMILY,5.0,3,500,Free,0.0,Everyone,Education,2662,29.0
VIDEO_PLAYERS,3.5,13205,1000000,Free,0.0,Teen,Video Players & Editors,2635,44.0
NEWS_AND_MAGAZINES,4.6,413999,5000000,Free,0.0,Teen,News & Magazines,2632,10.0
FAMILY,4.3,10446,500000,Free,0.0,Everyone,Casual,2653,64.0
COMICS,3.2,1446,100000,Free,0.0,Mature 17+,Comics,2709,7.1
TOOLS,4.7,32,1000,Free,0.0,Everyone,Tools,2681,2.7
LIFESTYLE,4.1,78298,5000000,Free,0.0,Everyone,Lifestyle,2633,29.0
TOOLS,4.2,2058,100000,Free,0.0,Everyone,Tools,3077,2.3
TOOLS,4.2,249,50000,Free,0.0,Everyone,Tools,2771,3.0
BUSINESS,4.5,234,10000,Free,0.0,Everyone,Business,2741,3.4
FAMILY,4.6,5898,100000,Free,0.0,Everyone,Entertainment,2999,50.0
DATING,2.5,277,100000,Free,0.0,Mature 17+,Dating,2874,5.7
FAMILY,3.6,418,100000,Free,0.0,Everyone,Educational;Education,3266,97.0
GAME,4.3,350,50000,Free,0.0,Everyone,Action,2639,67.0
FINANCE,3.8,1054,100000,Free,0.0,Everyone,Finance,2656,9.7
SOCIAL,4.8,65,500,Free,0.0,Teen,Social,3156,7.1
TOOLS,3.7,701,100000,Free,0.0,Everyone,Tools,2635,7.3
GAME,4.3,2903386,100000000,Free,0.0,Mature 17+,Action,2642,58.0
FAMILY,4.5,359,5000,Paid,4.99,Everyone,Board;Brain Games,3719,17.0
PERSONALIZATION,4.2,13,1000,Free,0.0,Teen,Personalization,3408,15.0
DATING,5.0,5,1000,Free,0.0,Mature 17+,Dating,2649,4.4
TOOLS,4.1,114340,10000000,Free,0.0,Everyone,Tools,2634,28.0
LIFESTYLE,3.4,552,10000,Free,0.0,Everyone,Lifestyle,2633,22.0
BUSINESS,4.5,43,100,Free,0.0,Everyone,Business,2646,92.0
HEALTH_AND_FITNESS,3.9,21,1000,Free,0.0,Everyone,Health & Fitness,3640,2.2
FAMILY,4.3,24877,5000000,Free,0.0,Everyone,Puzzle;Action & Adventure,2676,54.0
GAME,4.5,189773,5000000,Free,0.0,Teen,Role Playing,2648,95.0
TOOLS,3.3,40,1000,Paid,1.99,Everyone,Tools,2781,2.7
MEDICAL,3.7,9,1000,Free,0.0,Everyone,Medical,2936,23.0
FAMILY,4.3,158,10000,Free,0.0,Everyone,Entertainment,2682,2.6
TOOLS,4.7,24985,500000,Free,0.0,Everyone,Tools,2639,7.8
TOOLS,4.1,1186,50000,Free,0.0,Unrated,Tools,4981,6.4
TOOLS,3.2,409,50000,Free,0.0,Everyone,Tools,2702,7.9
PHOTOGRAPHY,4.4,1163232,50000000,Free,0.0,Everyone,Photography,2646,31.0
FAMILY,3.5,163,1000,Free,0.0,Everyone,Role Playing,3126,3.4
FAMILY,4.2,540,10000,Free,0.0,Everyone,Entertainment,2634,3.2
ENTERTAINMENT,4.3,256664,10000000,Free,0.0,Everyone,Entertainment,2723,77.0
TOOLS,4.5,31621,5000000,Free,0.0,Everyone,Tools,5213,0.203125
PERSONALIZATION,4.6,655,100000,Free,0.0,Everyone,Personalization,2719,3.5
SOCIAL,4.7,38,5000,Free,0.0,Everyone,Social,2631,4.1
PERSONALIZATION,3.2,114,10000,Free,0.0,Everyone,Personalization,3500,3.0
TOOLS,4.4,138872,10000000,Free,0.0,Everyone,Tools,2712,22.0
LIFESTYLE,4.4,3114,100000,Free,0.0,Everyone,Lifestyle,2796,13.0
PERSONALIZATION,4.1,69417,10000000,Free,0.0,Everyone,Personalization,4187,0.8330078125
NEWS_AND_MAGAZINES,4.5,357944,10000000,Free,0.0,Everyone,News & Magazines,2654,12.0
HEALTH_AND_FITNESS,4.7,21,1000,Free,0.0,Everyone,Health & Fitness,3212,3.8
GAME,4.6,291941,10000000,Free,0.0,Everyone 10+,Action,2639,90.0
EVENTS,4.5,7074,500000,Free,0.0,Everyone,Events,2671,6.3
WEATHER,3.7,631,100000,Free,0.0,Everyone,Weather,3793,3.0
VIDEO_PLAYERS,3.3,171,10000,Free,0.0,Everyone,Video Players & Editors,2990,4.8
TOOLS,4.5,23805,1000000,Free,0.0,Everyone,Tools,2987,4.1
MAPS_AND_NAVIGATION,4.5,37937,1000000,Free,0.0,Everyone,Maps & Navigation,2634,25.0
SOCIAL,3.2,185,10000,Free,0.0,Teen,Social,2919,4.7
GAME,3.8,596,100000,Free,0.0,Teen,Adventure,2983,91.0
FAMILY,4.0,4518,1000000,Free,0.0,Everyone,Simulation,2861,41.0
PHOTOGRAPHY,4.6,819774,10000000,Free,0.0,Everyone,Photography,2670,25.0
GAME,3.8,1088,100000,Free,0.0,Teen,Action,2800,86.0
FAMILY,4.5,364013,1000000,Free,0.0,Everyone 10+,Role Playing,2629,27.0
FAMILY,4.5,630,10000,Paid,1.59,Everyone,Educational;Education,2639,8.3
GAME,4.5,6427773,100000000,Free,0.0,Everyone,Trivia,2632,95.0
AUTO_AND_VEHICLES,4.3,47,1000,Free,0.0,Everyone,Auto & Vehicles,3262,58.0
BOOKS_AND_REFERENCE,4.1,295,50000,Free,0.0,Everyone,Books & Reference,3041,6.9
BUSINESS,4.5,4571,500000,Free,0.0,Everyone,Business,2658,3.9
SHOPPING,4.5,972256,50000000,Free,0.0,Teen,Shopping,2633,20.0
FINANCE,4.4,15141,1000000,Free,0.0,Everyone,Finance,2642,25.0
MAPS_AND_NAVIGATION,3.8,82,5000,Free,0.0,Everyone,Maps & Navigation,2793,5.6
SPORTS,4.4,552,5000,Paid,1.0,Everyone,Sports,2677,1.6
GAME,4.6,807338,10000000,Free,0.0,Teen,Simulation,2636,93.0
PRODUCTIVITY,3.2,12,1000,Free,0.0,Everyone,Productivity,3858,2.2
PERSONALIZATION,4.4,1591,10000,Paid,0.99,Everyone,Personalization,3936,0.7607421875
FAMILY,4.2,2233681,50000000,Free,0.0,Teen,Strategy,2634,97.0
LIFESTYLE,4.6,10,500,Free,0.0,Everyone,Lifestyle,3700,3.4
GAME,4.5,240416,5000000,Free,0.0,Everyone,Word,2634,53.0
GAME,4.8,230849,10000000,Free,0.0,Everyone,Word,2633,87.0
DATING,3.4,212,50000,Free,0.0,Mature 17+,Dating,2683,3.0
SHOPPING,4.3,3420,100000,Free,0.0,Everyone,Shopping,2789,13.0
SPORTS,1.5,2,5,Free,0.0,Everyone,Sports,2795,26.0
COMMUNICATION,3.8,52,1000,Free,0.0,Everyone,Communication,3703,2.1
HEALTH_AND_FITNESS,4.5,144040,5000000,Free,0.0,Everyone,Health & Fitness,2639,55.0
VIDEO_PLAYERS,4.3,1628,100000,Free,0.0,Everyone,Video Players & Editors,2782,18.0
SPORTS,4.4,426,5000,Paid,1.99,Everyone,Sports,3425,21.0
PERSONALIZATION,4.4,5599,500000,Free,0.0,Everyone,Personalization,3373,4.8
TOOLS,3.3,257,5000,Paid,4.99,Everyone,Tools,3870,0.15625
ART_AND_DESIGN,4.8,1216,10000,Paid,1.99,Everyone,Art & Design,2670,8.6
SHOPPING,3.7,668,100000,Free,0.0,Everyone,Shopping,2650,1.1
FINANCE,4.7,413,10000,Free,0.0,Everyone,Finance,2697,13.0
GAME,4.0,301895,50000000,Free,0.0,Everyone,Racing,2704,25.0
FOOD_AND_DRINK,4.7,2707,100000,Free,0.0,Everyone,Food & Drink,2712,8.9
FOOD_AND_DRINK,4.5,35218,1000000,Free,0.0,Everyone,Food & Drink,2633,34.0
PRODUCTIVITY,4.4,6011,500000,Free,0.0,Everyone,Productivity,3590,4.3
FAMILY,4.5,49381,1000000,Free,0.0,Everyone,Puzzle,2671,6.8
DATING,4.3,23170,500000,Free,0.0,Mature 17+,Dating,2641,9.0
FAMILY,4.2,28737,1000000,Free,0.0,Everyone,Casual;Action & Adventure,3542,17.0
HEALTH_AND_FITNESS,4.7,15674,1000000,Free,0.0,Everyone,Health & Fitness,2635,6.1
PRODUCTIVITY,4.1,22,5000,Free,0.0,Everyone,Productivity,2644,2.4
PHOTOGRAPHY,4.2,162564,10000000,Free,0.0,Everyone,Photography,2630,11.0
TOOLS,3.9,627,10000,Free,0.0,Everyone,Tools,3160,4.1
COMMUNICATION,4.4,483782,10000000,Free,0.0,Everyone,Communication,2637,20.0
PERSONALIZATION,4.3,60298,5000000,Free,0.0,Everyone,Personalization,3935,13.0
GAME,4.8,230710,10000000,Free,0.0,Everyone,Word,2633,87.0
SHOPPING,3.4,620,100000,Free,0.0,Everyone,Shopping,2775,40.0
LIFESTYLE,4.5,7457,1000000,Free,0.0,Teen,Lifestyle,2632,13.0
SOCIAL,4.1,260,10000,Free,0.0,Teen,Social,2675,1.3
LIFESTYLE,4.0,4160,500000,Free,0.0,Everyone,Lifestyle,2660,30.0
GAME,4.3,30002,1000000,Free,0.0,Teen,Casino,2808,29.0
EVENTS,4.6,8232,1000000,Free,0.0,Everyone,Events,2635,53.0
FAMILY,4.6,166,10000,Free,0.0,Everyone,Entertainment,3068,2.6
SPORTS,3.5,4,100,Free,0.0,Everyone,Sports,2948,40.0
SOCIAL,4.9,5677,50000,Free,0.0,Teen,Social,2653,67.0
FAMILY,5.0,1,100,Paid,4.99,Everyone,Education,2760,27.0
TOOLS,4.1,3446,500000,Free,0.0,Everyone,Tools,3177,19.0
FINANCE,3.9,460,100000,Free,0.0,Everyone,Finance,2650,6.1
LIFESTYLE,4.4,13213,1000000,Free,0.0,Everyone,Lifestyle,2760,22.0
HEALTH_AND_FITNESS,4.5,27439,1000000,Free,0.0,Everyone,Health & Fitness,2650,19.0
BOOKS_AND_REFERENCE,4.2,5775,500000,Free,0.0,Everyone,Books & Reference,2647,4.9
BUSINESS,3.0,287,50000,Free,0.0,Everyone,Business,3644,9.8
VIDEO_PLAYERS,4.0,93638,10000000,Free,0.0,Mature 17+,Video Players & Editors,2655,7.3
FAMILY,4.0,25,5000,Free,0.0,Everyone,Educational;Education,3005,79.0
MEDICAL,4.3,573,100000,Free,0.0,Everyone,Medical,3060,2.0
LIFESTYLE,3.8,19221,5000000,Free,0.0,Everyone,Lifestyle,2703,13.0
TOOLS,4.4,4847,100000,Free,0.0,Everyone,Tools,3397,3.2
HEALTH_AND_FITNESS,4.5,19074,1000000,Free,0.0,Everyone,Health & Fitness,2830,4.2
PRODUCTIVITY,4.6,84,1000,Paid,4.29,Mature 17+,Productivity,3458,23.0
SPORTS,4.5,5517,500000,Free,0.0,Everyone,Sports,2754,5.2
FAMILY,4.2,11404,100000,Free,0.0,Everyone,Strategy,2958,30.0
MEDICAL,4.5,408,50000,Free,0.0,Everyone,Medical,2764,60.0
PHOTOGRAPHY,4.5,38953,5000000,Free,0.0,Everyone,Photography,2640,9.7
LIFESTYLE,4.0,41747,5000000,Free,0.0,Everyone,Lifestyle,3200,39.0
LIFESTYLE,4.8,10,1000,Free,0.0,Everyone,Lifestyle,2829,11.0
NEWS_AND_MAGAZINES,4.6,30,1000,Free,0.0,Everyone,News & Magazines,2768,3.8
PHOTOGRAPHY,4.2,240475,10000000,Free,0.0,Everyone,Photography,2886,9.5
COMMUNICATION,4.4,3648765,100000000,Free,0.0,Teen,Communication,2648,3.3
LIFESTYLE,4.6,34802,1000000,Free,0.0,Everyone,Lifestyle,2674,12.0
FAMILY,4.3,22667,1000000,Free,0.0,Teen,Role Playing,2640,35.0
FOOD_AND_DRINK,4.4,467,100000,Free,0.0,Everyone,Food & Drink,2665,7.3
MAPS_AND_NAVIGATION,4.3,891,50000,Free,0.0,Everyone,Maps & Navigation,2640,6.4
GAME,4.5,3198176,100000000,Free,0.0,Everyone,Arcade,2654,82.0
FAMILY,4.6,20463,100000,Paid,3.99,Everyone 10+,Strategy;Action & Adventure,2648,25.0
FAMILY,3.2,9126,1000000,Free,0.0,Everyone,Strategy,3418,5.8
FAMILY,5.0,5,50,Free,0.0,Everyone,Education,2933,15.0
PHOTOGRAPHY,3.8,28660,5000000,Free,0.0,Everyone,Photography,2767,6.4
FAMILY,4.4,14,500,Free,0.0,Everyone,Entertainment,2901,7.3
TOOLS,4.0,19,10000,Free,0.0,Everyone,Tools,2918,3.2
TOOLS,4.0,710,100000,Free,0.0,Everyone,Tools,2703,1.1
SPORTS,3.3,974,10000,Free,0.0,Everyone,Sports,2634,33.0
SOCIAL,3.9,6450,500000,Free,0.0,Mature 17+,Social,2825,14.0
FAMILY,3.2,32,1000,Free,0.0,Everyone,Entertainment,2717,2.8
TOOLS,3.4,30,5000,Free,0.0,Everyone,Tools,3054,22.0
GAME,4.5,371318,10000000,Free,0.0,Everyone 10+,Arcade,2688,90.0
GAME,4.7,358817,10000000,Free,0.0,Everyone,Arcade,2636,49.0
GAME,4.4,1432447,50000000,Free,0.0,Everyone,Arcade,2899,59.0
FAMILY,3.9,17067,5000000,Free,0.0,Everyone,Casual,2803,2.7
HOUSE_AND_HOME,3.8,491,100000,Free,0.0,Everyone,House & Home,2641,15.0
